,movieId,original_title,genres,popularity,year,runtime,vote_average,vote_count,cast,keywords,director
1780,10220,Rounders,"['Drama', 'Crime']",8.783454,1998,121,6.9,451,"['mattdamon', 'johnturturro', 'gretchenmol']","['gambling', 'law', 'compulsive gambling', 'roulette', 'gain']",johndahl
1781,431,Cube,"['Thriller', 'Science Fiction', 'Mystery']",12.095263,1997,90,6.9,1101,"['nicoledeboer', 'nickyguadagni', 'davidhewlett']","['riddle', 'autism', 'claustrophobia', 'maze', 'prime number', 'entrapment', 'mathematics', 'murder', 'escape', 'violence', 'numbers', 'canuxploitation']",vincenzonatali
1782,22796,Simon Birch,"['Comedy', 'Drama', 'Family']",2.651408,1998,114,6.5,52,"['ashleyjudd', 'ianmichaelsmith', 'josephmazzello']",['illegitimate son'],markstevenjohnson
1783,22256,Without Limits,['Drama'],3.643468,1998,117,6.4,20,"['billycrudup', 'donaldsutherland', 'monicapotter']","['running', 'olympic games', 'sport', 'athlete']",roberttowne
1784,37550,Pasqualino Settebellezze,"['Comedy', 'Drama', 'Foreign']",1.356974,1975,116,8.8,10,"['giancarlogiannini', 'fernandorey', 'shirleystoler']","['concentration camp', 'fight', 'sister', 'war', 'army', 'thief', 'honor', 'independent film', 'german officer', 'woman director']",linawertmüller
1785,37916,Travolti da un insolito destino nell'azzurro mare d'agosto,"['Drama', 'Comedy', 'Romance', 'Foreign']",1.614531,1974,116,7.4,36,"['mariangelamelato', 'giancarlogiannini', 'riccardosalvino']",['woman director'],linawertmüller
1786,21873,My Bodyguard,"['Drama', 'Family']",2.48642,1980,96,6.2,31,"['chrismakepeace', 'adambaldwin', 'mattdillon']",['bully'],tonybill
1787,21500,Class,"['Comedy', 'Drama']",3.169554,1983,98,5.8,38,"['jacquelinebisset', 'roblowe', 'andrewmccarthy']","['older woman seduces younger guy', 'college student']",lewisjohncarlino
1788,12626,Broadcast News,"['Comedy', 'Drama', 'Romance']",8.627019,1987,133,6.8,101,"['williamhurt', 'albertbrooks', 'hollyhunter']","['journalist', 'journalism', 'workaholic', 'news broadcast', 'television', 'moderator']",jamesl.brooks
1789,37818,The Allnighter,"['Comedy', 'Romance']",0.612445,1987,108,4.3,4,"['susannahoffs', 'joancusack', 'dedeepfeiffer']",['woman director'],tamarsimonhoffs
1790,3525,Working Girl,"['Comedy', 'Drama', 'Romance']",8.318954,1988,114,6.5,242,"['harrisonford', 'melaniegriffith', 'sigourneyweaver']","['love triangle', 'clerk', 'business', 'new york city']",mikenichols
1791,129628,Stars & Bars,['Comedy'],0.40317,1988,94,5.3,2,"['danielday-lewis', 'harrydeanstanton', 'joancusack']",[],pato'connor
1792,2321,Married to the Mob,"['Comedy', 'Crime', 'Romance']",5.611184,1988,104,5.8,67,"['michellepfeiffer', 'matthewmodine', 'oliverplatt']","['fbi', 'romantic comedy', 'mobster', 'italian american', 'starting over']",jonathandemme
1793,2028,Say Anything...,"['Comedy', 'Drama', 'Romance']",6.953646,1989,100,7.2,244,"['johncusack', 'ioneskye', 'johnmahoney']","['england', 'seattle', 'daughter', 'high school', 'kickboxer']",cameroncrowe
1794,16384,My Blue Heaven,"['Action', 'Comedy']",5.451623,1990,97,6,72,"['stevemartin', 'rickmoranis', 'joancusack']","['gangster', 'fbi agent']",herbertross
1795,91217,Men Don't Leave,['Drama'],0.728037,1990,115,6.6,10,"['jessicalange', 'arlisshoward', 'joancusack']",[],paulbrickman
1796,10699,Hero,"['Drama', 'Comedy', 'Thriller', 'Mystery']",5.584089,1992,117,6.3,100,"['dustinhoffman', 'geenadavis', 'andygarcía']","['identity', 'custody battle', 'jinx', 'reporter', 'ex-wife', 'lost shoe']",stephenfrears
1797,11597,Toys,"['Fantasy', 'Comedy', 'Science Fiction']",5.923774,1992,118,5,173,"['robinwilliams', 'michaelgambon', 'joancusack']","['brother brother relationship', 'loss of brother', 'loss of father', 'toy', 'company', 'uncle', 'toy shop', 'technical toy', 'inheritance']",barrylevinson
1798,218624,Choices,['Drama'],0.304363,1981,90,0,0,"['paulcarafotes', 'victorfrench', 'leliagoldoni']",[],silvionarizzano
1799,47947,Young Doctors in Love,['Comedy'],1.768854,1982,96,5.2,13,"['michaelmckean', 'seanyoung', 'héctorelizondo']","['parody', 'cult comedy', 'melodrama', 'spoof', 'medical', 'screwball comedy', 'physical comedy', 'soap opera', 'sex comedy']",garrymarshall
1800,48311,Parasite,"['Horror', 'Science Fiction']",0.577976,1982,85,5.1,8,"['robertglaudini', 'demimoore', 'lucabercovici']",['dystopia'],charlesband
1801,44772,No Small Affair,"['Comedy', 'Drama', 'Music', 'Romance']",8.895355,1984,102,5.4,13,"['joncryer', 'demimoore', 'georgewendt']","['female nudity', 'sex', 'photographer', 'nudity', 'photography', 'independent film', 'singer', 'teenager']",jerryschatzberg
1802,14347,Blame It on Rio,"['Comedy', 'Romance']",7.643886,1984,100,5.9,49,"['michaelcaine', 'michellejohnson', 'josephbologna']","['female nudity', 'infidelity', 'rio de janeiro', 'seduction', 'older man younger woman relationship', 'summer vacation', 'sexual awakening', 'sex comedy', 'underage sex']",stanleydonen
1803,41090,Wisdom,"['Crime', 'Drama']",1.710851,1986,109,5.9,15,"['demimoore', 'emilioestevez', 'tomskerritt']","['usa', 'robbery', 'bank', 'fbi', 'chase', 'police', 'murder', 'money', 'convict', 'farmer', 'guns', 'debut']",emilioestevez
1804,18282,One Crazy Summer,"['Drama', 'Comedy', 'Romance', 'Family']",4.66789,1986,89,6.4,54,"['johncusack', 'demimoore', 'bobcatgoldthwait']",['aftercreditsstinger'],savagesteveholland
1805,18169,About Last Night...,"['Comedy', 'Drama', 'Romance']",2.769589,1986,113,5.6,51,"['demimoore', 'roblowe', 'jimbelushi']",[],edwardzwick
1806,11082,The Seventh Sign,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",4.720395,1988,97,5.9,79,"['demimoore', 'michaelbiehn', 'jürgenprochnow']","['christianity', 'prophecy', 'sacrifice', 'apocalypse', 'catholicism', 'mysticism', 'biblical plagues', 'gnosticism']",carlschultz
1807,5971,We're No Angels,"['Comedy', 'Crime', 'Drama']",14.348459,1989,106,5.6,106,"['robertdeniro', 'seanpenn', 'demimoore']","['prison', 'prisoner', 'independent film']",neiljordan
1808,11933,Nothing but Trouble,"['Comedy', 'Adventure']",10.39662,1991,94,5,88,"['chevychase', 'danaykroyd', 'johncandy']","['sheriff', 'drag queen', 'small town', 'broker', 'wealthy']",danaykroyd
1809,20096,The Butcher's Wife,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",6.825983,1991,107,5.6,35,"['demimoore', 'jeffdaniels', 'georgedzundza']","['butcher', 'love', 'husband']",terryhughes
1810,30815,Mortal Thoughts,"['Mystery', 'Thriller']",5.133778,1991,104,5.3,43,"['demimoore', 'brucewillis', 'glenneheadly']","['suspense', 'physical abuse']",alanrudolph
1811,881,A Few Good Men,['Drama'],12.330249,1992,138,7.1,899,"['tomcruise', 'jacknicholson', 'demimoore']","['suicide', 'underdog', 'suspicion of murder', 'court case', 'navy', 'law', 'dying and death', 'guantanamo bay', 'marine corps', 'military court', 'code red', 'command', 'military base', 'u.s. navy', 'sexism', 'right and justice', 'based on play or musical', 'court martial', 'flashback', 'platoon leader', 'military law']",robreiner
1812,4478,Indecent Proposal,['Drama'],7.118123,1993,117,5.8,300,"['robertredford', 'demimoore', 'woodyharrelson']","['gambling', 'adultery', ""love of one's life"", 'shortage of money', 'millionaire']",adrianlyne
1813,22318,Permanent Midnight,"['Drama', 'Romance']",3.357962,1998,88,6,32,"['benstiller', 'elizabethhurley', 'mariabello']","['alcohol', 'sex', 'adultery', 'heroin', 'police', 'party', 'writer', 'drug', 'detox']",davidveloz
1814,53113,One True Thing,"['Drama', 'Romance']",2.586355,1998,127,6.2,27,"['merylstreep', 'renéezellweger', 'williamhurt']","['dysfunctional family', 'cancer', 'death of parent']",carlfranklin
1815,2109,Rush Hour,"['Action', 'Comedy', 'Crime', 'Thriller']",11.840557,1998,98,6.8,1254,"['jackiechan', 'christucker', 'kenleung']","['two man army', 'consul', 'crime lord', 'art treasures', 'reference to chelsea clinton', 'roses are red poem', 'duringcreditsstinger']",brettratner
1816,24746,Six-String Samurai,"['Action', 'Adventure', 'Science Fiction']",2.740989,1998,91,5.8,36,"['jeffreyfalcon', 'justinmcguire', 'kimdeangelo']",['independent film'],lancemungia
1817,72987,A Soldier's Daughter Never Cries,['Drama'],0.85691,1998,127,7,5,"['kriskristofferson', 'leeleesobieski', 'janebirkin']","['author', 'adopted son']",jamesivory
1818,8195,Ronin,"['Action', 'Thriller', 'Crime', 'Adventure']",9.672094,1998,122,6.8,670,"['robertdeniro', 'jeanreno', 'nataschamcelhone']","['paris', 'france', 'arms deal', 'mercenary', 'audi', 'impostor', 'case', 'violence', 'ice skating', 'computer expert', 'ex kgb', 'preparation', 'cellular phone trace', 'merry go round']",johnfrankenheimer
1819,9877,Urban Legend,"['Horror', 'Thriller']",6.081401,1998,99,5.6,293,"['aliciawitt', 'jaredleto', 'rebeccagayheart']","['college', 'murder', 'urban legend', 'slasher', 'killer', 'death']",jamieblanks
1820,26618,Clay Pigeons,"['Comedy', 'Crime', 'Drama', 'Thriller']",6.108589,1998,104,6.3,39,"['joaquinphoenix', 'vincevaughn', 'janeanegarofalo']","['small town', 'fbi', 'widow', 'murder', 'independent film', 'serial killer']",daviddobkin
1821,11855,Pecker,['Comedy'],2.348919,1998,87,6,52,"['edwardfurlong', 'christinaricci', 'bessarmstrong']","['photographer', 'eroticism', 'exhibit', 'gallery', 'girlfriend', 'gallery owner', 'photography', 'independent film', 'art', 'art gallery', 'sex party']",johnwaters
1822,24016,The Sheltering Sky,"['Adventure', 'Drama', 'Romance']",13.798247,1990,138,6.4,51,"['debrawinger', 'johnmalkovich', 'campbellscott']","['africa', 'adultery', 'sahara', 'extramarital affair']",bernardobertolucci
1823,14785,Bandit Queen,"['Drama', 'Foreign']",0.976798,1994,119,7.1,11,"['seemabiswas', 'nirmalpandey', 'rajeshvivek']","['guerrilla warfare', 'poverty', 'bandit', 'militant', 'social issues']",shekharkapur
1824,14794,If....,['Drama'],12.083475,1968,111,7.2,80,"['malcolmmcdowell', 'richardwarwick', 'davidwood']","['england', 'revolution', 'private school', 'rebellion', 'social satire', 'free cinema']",lindsayanderson
1825,3486,The Fiendish Plot of Dr. Fu Manchu,"['Comedy', 'Horror']",0.886041,1980,108,4.4,12,"['petersellers', 'helenmirren', 'davidtomlinson']","['usa', 'atomkrieg', 'soviet union', 'dr. fu man chu', 'yellow diamant']",piershaggard
1826,11071,Them!,"['Science Fiction', 'Mystery', 'Horror']",9.222871,1954,94,6.8,111,"['jameswhitmore', 'jamesarness', 'joanweldon']","['monster', 'new mexico', 'radiation', 'fbi', 'atomic bomb', 'mutation', 'ant', 'army', 'giant monster', 'desert', 'fbi agent', 'giant insect', 'giant ant', 'animal horror']",gordondouglas
1827,1091,The Thing,"['Horror', 'Mystery', 'Science Fiction']",16.83125,1982,109,7.8,1629,"['kurtrussell', 'keithdavid', 'wilfordbrimley']","['ice', 'space marine', 'paranoia', 'snow storm', 'norwegian', 'research station', 'alien life-form', 'remake', 'alien', 'antarctica', 'shape shifting alien', 'sled dogs']",johncarpenter
1828,10403,The Player,"['Comedy', 'Drama']",6.230854,1992,124,6.9,169,"['timrobbins', 'gretascacchi', 'fredward']","['homicide', 'blackmail', 'enemy', 'hollywood']",robertaltman
1829,11337,Stardust Memories,"['Comedy', 'Drama', 'Romance']",5.720538,1980,89,6.9,96,"['woodyallen', 'charlotterampling', 'jessicaharper']","['weekend', 'violinist', 'filmmaking', 'film industry']",woodyallen
1830,162,Edward Scissorhands,"['Fantasy', 'Drama', 'Romance']",17.612244,1990,105,7.5,3731,"['johnnydepp', 'winonaryder', 'diannewiest']","['underdog', 'love at first sight', 'hairdresser', 'small town', 'scissors', 'inventor', 'burglar', 'unsociability']",timburton
1831,25723,Overnight Delivery,"['Comedy', 'Romance']",2.305829,1998,87,5.8,24,"['paulrudd', 'christinetaylor', 'reesewitherspoon']","['love', 'unfaithful girlfriend']",jasonbloom
1832,8916,Antz,"['Adventure', 'Animation', 'Comedy', 'Family']",16.025625,1998,83,6,1320,"['woodyallen', 'danaykroyd', 'annebancroft']","['general', 'hero', 'worker', 'ant', 'work', 'assignment', 'war', 'princess', 'soldier', 'individuality', 'friend']",ericdarnell
1833,28134,The Impostors,['Comedy'],2.533982,1998,101,6,18,"['oliverplatt', 'stanleytucci', 'tonyshalhoub']","['stowaway', 'theatre play', 'ocean liner']",stanleytucci
1834,9429,A Night at the Roxbury,['Comedy'],12.480685,1998,81,5.9,202,"['willferrell', 'chriskattan', 'jennifercoolidge']","['night life', 'nightclub', 'flower', 'flower shop', 'make a match', 'clubbing']",johnfortenberry
1835,12159,What Dreams May Come,"['Drama', 'Fantasy', 'Romance']",11.218378,1998,113,6.8,596,"['robinwilliams', 'cubagoodingjr.', 'annabellasciorra']","['paradise', 'soul', 'underworld', 'heaven', 'painting', 'hell', 'afterlife', 'spiritism']",vincentward
1836,30197,The Producers,['Comedy'],7.433784,1967,88,7.3,177,"['genewilder', 'zeromostel', 'dickshawn']","['adolf hitler', 'musical', 'theatrical producer', 'eva braun', 'playwright', 'scam', 'broadway']",melbrooks
1837,10156,History of the World: Part I,['Comedy'],9.270492,1981,92,6.5,205,"['melbrooks', 'domdeluise', 'madelinekahn']","['moses', 'roman empire', 'musical', 'stone age', 'music', 'julius caesar']",melbrooks
1838,10377,My Cousin Vinny,"['Comedy', 'Drama']",7.922216,1992,120,7.3,393,"['joepesci', 'ralphmacchio', 'marisatomei']","['prison', 'southern usa', 'suspicion', 'cousin', 'court', 'lawyer', 'wrongful arrest']",jonathanlynn
1839,3121,Nashville,"['Drama', 'Music']",9.042678,1975,159,7.2,79,"['davidarkin', 'barbarabaxley', 'nedbeatty']","['satire', 'candidate', 'celebrity worship']",robertaltman
1840,4975,Love Is the Devil: Study for a Portrait of Francis Bacon,"['TV Movie', 'Drama']",1.354102,1998,90,6.7,19,"['derekjacobi', 'danielcraig', 'tildaswinton']","['gay', 'painter', 'loss of lover', 'new love', ""artists' life"", 'arts', 'lgbt']",johnmaybury
1841,37532,Slam,['Drama'],0.555304,1998,100,6.7,7,"['saulwilliams', 'sonjasohn', 'bonzmalone']",['independent film'],marclevin
1842,9713,Holy Man,"['Drama', 'Comedy']",5.403617,1998,114,4.9,113,"['eddiemurphy', 'jeffgoldblum', 'kellypreston']","['salesclerk', 'television', 'tv ratings', 'guru', 'television producer']",stephenherek
1843,134368,One Tough Cop,[],1.082,1998,90,3,3,"['stephenbaldwin', 'chrispenn', 'michaelmcglone']","['police brutality', 'internal affairs', 'interrogation', 'crime family', 'hostess']",brunobarreto
1844,9821,The Mighty,"['Comedy', 'Drama']",6.78844,1998,100,7.1,51,"['sharonstone', 'eldenhenson', 'kieranculkin']","['ohio', 'coming of age', 'disabled', 'learning disability', 'birth defect', 'suit of armor']",peterchelsom
1845,4437,2010,"['Thriller', 'Science Fiction']",7.482865,1984,116,6.6,290,"['royscheider', 'johnlithgow', 'helenmirren']","['jupiter', 'super computer', 'space travel', 'space mission', 'ghost ship', 'outer space', 'astronaut', 'monolith']",peterhyams
1846,1890,Children of a Lesser God,"['Drama', 'Romance']",8.503064,1986,119,6.9,72,"['williamhurt', 'marleematlin', 'piperlaurie']","['deaf-mute', 'listening', 'man-woman relation', 'deaf', 'woman director']",randahaines
1847,1955,The Elephant Man,"['Drama', 'History']",8.405672,1980,124,7.9,740,"['anthonyhopkins', 'johnhurt', 'annebancroft']","['exploitation', 'biography', 'hospital', 'curiosity', 'sideshow', 'disfigurement', 'physical deformity', 'freak', '19th century', 'dignity']",davidlynch
1848,39437,Beloved,"['Drama', 'Thriller']",1.557283,1998,172,5.9,26,"['oprahwinfrey', 'dannyglover', 'thandienewton']",[],jonathandemme
1849,11932,Bride of Chucky,"['Horror', 'Comedy']",13.018491,1998,89,5.5,366,"['edgale', 'jennifertilly', 'braddourif']","['route 66', 'puppet', 'evil doll', 'killer doll', 'killer toys', 'toy comes to life', 'chucky']",ronnyyu
1850,6435,Practical Magic,"['Drama', 'Fantasy', 'Comedy']",7.757795,1998,104,6.3,348,"['sandrabullock', 'nicolekidman', 'evanrachelwood']","['witch', 'magic', 'sorcery', 'love', 'curse', 'family curse']",griffindunne
1851,10683,Happiness,"['Comedy', 'Drama']",5.493697,1998,139,7.4,197,"['janeadams', 'jonlovitz', 'philipseymourhoffman']","['rape', 'sister sister relationship', 'lover (female)', 'pedophilia', 'sister', 'partnership', 'stalker', 'secret love', 'independent film', 'relationship', 'extramarital affair', 'family conflict', 'unhappiness']",toddsolondz
1852,9445,Apt Pupil,"['Drama', 'Thriller']",15.352714,1998,107,6.2,168,"['ianmckellen', 'bradrenfro', 'davidschwimmer']","['secret identity', 'blackmail', 'german', 'new identity', 'nazis', 'manipulation', 'interview', 'high school', 'murder', 'torture', 'school counselor']",bryansinger
1853,2657,Pleasantville,"['Fantasy', 'Drama', 'Comedy']",11.0874,1998,124,7.1,498,"['tobeymaguire', 'reesewitherspoon', 'williamh.macy']","['brother sister relationship', 'tv show', 'dystopia', 'book burning', 'satire', 'coming of age', 'racism', 'black and white', 'alternate reality', 'colour']",garyross
1854,9425,Soldier,"['Action', 'War', 'Science Fiction']",7.970031,1998,99,6.1,226,"['kurtrussell', 'jasonscottlee', 'jasonisaacs']","['space marine', 'dystopia', 'alien planet', 'genetic engineering']",paulw.s.anderson
1855,32326,The Cruise,['Documentary'],0.802931,1998,76,7.8,8,"['timothy""speed""levitch']","['tour bus', 'black and white']",bennettmiller
1856,637,La vita è bella,"['Comedy', 'Drama']",39.39497,1997,116,8.3,3643,"['nicolettabraschi', 'robertobenigni', 'giorgiocantarini']","['italy', 'riddle', 'bookshop', 'self sacrifice', 'mass murder', 'concentration camp', 'bicycle accident', 'fascism', 'loss of father', 'world war ii', ""love of one's life"", 'deportation', 'jew persecution', 'fantasy', 'nazis', 'national socialism', 'charade', 'riding a bicycle', 'price', 'story teller', 'concentration camp prisoner', 'dying and death', 'peekaboo']",robertobenigni
1857,8675,Orgazmo,['Comedy'],5.919725,1997,94,6.2,116,"['treyparker', 'dianbachar', 'mattstone']","['pornography', 'sex', 'secret', 'fight', 'star', 'superhero', 'independent film', 'wedding', 'crime', 'mormon', 'woman director', 'sidekick', 'henchmen']",treyparker
1858,20701,Tales from the Darkside: The Movie,"['Thriller', 'Comedy', 'Fantasy', 'Horror']",5.732016,1990,93,5.8,92,"['deborahharry', 'matthewlawrence', 'christianslater']","['witch', 'monster', 'heart attack', 'mummy', 'anthology', 'dark comedy', 'based on tv series', 'decapitation', 'darkside', 'black cat', 'severed hand', 'gargoyle', 'horror anthology']",johnharrison
1859,9945,Vampires,"['Action', 'Drama', 'Fantasy', 'Horror', 'Thriller']",13.318722,1998,108,5.8,262,"['jameswoods', 'danielbaldwin', 'sheryllee']","['based on novel', 'new mexico', 'party', 'vampire hunter', 'revenge', 'priest', 'church', 'skull', 'team', 'crucifix', 'cross', 'relic', 'vampire slayer', 'turning into a vampire', 'drinking blood']",johncarpenter
1860,73,American History X,['Drama'],18.157166,1998,119,8.2,3120,"['edwardnorton', 'edwardfurlong', ""beverlyd'angelo""]","['usa', 'neo-nazi', 'prison', 'skinhead', 'brother brother relationship', 'rape', 'fascism', 'brother', 'basketball', 'jail', 'school', 'swastika', 'los angeles', 'family', 'hate', 'neo nazism', 'xenophobia', 'interracial friendship', 'nazism', 'prison rape']",tonykaye
1861,18603,Hands on a Hard Body: The Documentary,['Documentary'],0.495079,1997,98,8.7,6,[],"['competition', 'texas', 'documentary', 'contest', 'endurance', 'pickup truck']",s.r.bindler
1862,46889,Living Out Loud,"['Comedy', 'Drama', 'Romance']",1.575026,1998,100,5.4,12,"['hollyhunter', 'dannydevito', 'queenlatifah']","['female protagonist', 'relationship', 'divorce', 'brooklyn bridge']",richardlagravenese
1863,3033,Gods and Monsters,['Drama'],6.788021,1998,105,6.8,82,"['ianmckellen', 'brendanfraser', 'lynnredgrave']","['gay', 'film director', 'dying and death', 'biography', 'homosexuality', 'author', 'lgbt elderly']",billcondon
1864,9882,The Siege,"['Drama', 'Action', 'Thriller', 'Crime']",9.019114,1998,116,6.1,361,"['denzelwashington', 'annettebening', 'brucewillis']","['islam', 'muslim', 'car bomb', 'fbi agent']",edwardzwick
1865,10663,The Waterboy,['Comedy'],9.461823,1998,90,5.9,521,"['adamsandler', 'kathybates', 'fairuzabalk']","['sport', 'social outcast', 'ridicule', 'lawn mower', 'deserted by husband', 'low self esteem', 'black and white to color']",frankcoraci
1866,4518,Elizabeth,"['Drama', 'History']",7.566321,1998,124,7.2,346,"['cateblanchett', 'geoffreyrush', 'christophereccleston']","['duke', 'historical figure', 'treason', 'catholic', 'protestant']",shekharkapur
1867,1808,Velvet Goldmine,"['Drama', 'Music']",16.5293,1998,119,6.9,119,"['ewanmcgregor', 'christianbale', 'jonathanrhysmeyers']","['gay', 'great britain', 'narration', 'glam rock', 'bisexual', 'music journalism', 'school uniform', '\xa0begins with text', 'imaginary band', 'baby left on doorstep', 'fictional band', 'down feather', '19th century', '1980s']",toddhaynes
1868,3600,I Still Know What You Did Last Summer,"['Horror', 'Mystery', 'Thriller']",11.023042,1998,100,5.1,381,"['jenniferlovehewitt', 'freddieprinzejr.', 'mekhiphifer']","['competition', 'island', 'radio', 'bahamas', 'college', 'knife', 'fisherman', 'vacation', 'revenge', 'murder', 'marijuana', 'resort', 'blood', 'slasher', 'storm', 'hook', 'killer']",dannycannon
1869,17037,I'll Be Home for Christmas,"['Comedy', 'Family']",3.366048,1998,86,5.2,65,"['jonathantaylorthomas', 'jessicabiel', 'adamlavorgna']","['holiday', 'woman director', 'christmas']",arlenesanford
1870,297,Meet Joe Black,"['Fantasy', 'Drama', 'Mystery']",14.026744,1998,178,6.9,1174,"['bradpitt', 'anthonyhopkins', 'claireforlani']","['life and death', 'love at first sight', 'broken engagement', 'fireworks', 'religion and supernatural', 'teenage crush', 'fate', 'doctor', 'millionaire']",martinbrest
1871,21589,Hard Core Logo,"['Drama', 'Comedy', 'Music']",0.88051,1996,92,6.4,8,"['hughdillon', 'callumkeithrennie', 'julianrichings']","['independent film', 'anarchic comedy']",brucemcdonald
1872,11893,Runaway Train,"['Action', 'Thriller']",15.236541,1985,111,7,129,"['jonvoight', 'ericroberts', 'rebeccademornay']","['train accident', 'attempt to escape', 'prison warden', 'train', 'prison escape']",andreikonchalovsky
1873,123056,Desert Bloom,"['Drama', 'Family']",1.229428,1986,105,4.9,8,"['annabethgish', 'jonvoight', 'jobethwilliams']",[],eugenecorr
1874,12223,The Stepford Wives,"['Horror', 'Mystery', 'Science Fiction']",3.94547,1975,117,6.7,79,"['katharineross', 'paulaprentiss', 'nanettenewman']","['suspense', 'independent film', 'cult film', 'stepford wife', 'duringcreditsstinger', 'stepford']",bryanforbes
1875,32081,The Pope of Greenwich Village,"['Drama', 'Action', 'Comedy', 'Crime']",4.652503,1984,121,6.4,40,"['ericroberts', 'mickeyrourke', 'darylhannah']","['brother brother relationship', 'mobster']",stuartrosenberg
1876,14924,Sid & Nancy,"['Drama', 'Music', 'Romance']",5.681582,1986,111,7,106,"['garyoldman', 'chloewebb', 'davidhayman']","['punk rock', 'bassist', 'hanging from the ceiling']",alexcox
1877,10002,Mona Lisa,"['Drama', 'Crime', 'Romance']",3.095584,1986,104,6.7,62,"['bobhoskins', 'cathytyson', 'michaelcaine']","['london england', 'prostitute', 'ex-detainee', 'chauffeur', 'hoodlum']",neiljordan
1878,41817,Heart Condition,"['Fantasy', 'Comedy', 'Science Fiction']",5.531486,1990,100,5.1,25,"['bobhoskins', 'denzelwashington', 'chloewebb']",[],jamesd.parriott
1879,19426,Le notti di Cabiria,['Drama'],6.587353,1957,110,7.9,122,"['giuliettamasina', 'françoispérier', 'francamarzi']","['optimism', 'house', 'prostitution', 'madonna', 'heartbreak', 'rescue from drowning', 'ostia italy', 'movie starshrine', 'shrine', 'railway station', 'starving', 'accountant']",federicofellini
1880,12560,The Big Chill,"['Comedy', 'Drama']",11.620392,1983,105,6.8,124,"['tomberenger', 'glennclose', 'jeffgoldblum']","['suicide', 'regret', 'funeral', 'morning', 'gathering', 'friendship', 'remembrance', 'all star cast']",lawrencekasdan
1881,9798,Enemy of the State,"['Action', 'Drama', 'Thriller']",12.978751,1998,132,6.7,1266,"['willsmith', 'genehackman', 'jonvoight']","['corruption', 'washington d.c.', 'helicopter', 'falsely accused', 'identity', 'mexican standoff', 'blackmail', 'intelligence', 'wiretap', 'satellite', 'national security agency (nsa)', 'politics', 'exploding building', 'suspense', 'mystery', 'mafia', 'conspiracy', 'lawyer', 'crime', 'privacy', 'surveillance', 'baltimore maryland', 'secret hideout']",tonyscott
1882,14444,The Rugrats Movie,"['Animation', 'Family']",5.154373,1998,79,5.8,149,"['whoopigoldberg', 'davidspade', 'e.g.daily']","['brother brother relationship', 'baby', 'home', 'pregnancy and birth', 'sequel', 'kids and family', 'comedy', 'pregnancy', 'aftercreditsstinger']",nortonvirgien
1883,9487,A Bug's Life,"['Adventure', 'Animation', 'Comedy', 'Family']",16.869209,1998,95,6.8,2379,"['kevinspacey', 'julialouis-dreyfus', 'haydenpanettiere']","['winter', 'fight', 'ant', 'invention', 'collector', 'ant-hill', 'kids and family', 'grass', 'duringcreditsstinger']",johnlasseter
1884,9466,Celebrity,"['Drama', 'Comedy']",5.704352,1998,113,6,113,"['kennethbranagh', 'judydavis', 'joemantegna']","['exzentrik', 'independent film', 'reporter', 'ex-wife', 'spectacle']",woodyallen
1885,666,Central do Brasil,['Drama'],4.919716,1998,113,7.6,132,"['fernandamontenegro', 'maríliapêra', 'viníciusdeoliveira']","['brazilian', 'brazil', 'rio de janeiro', 'letter', 'wilderness', 'teacher', 'alcoholic', 'railroad', 'missing father', 'long lost relative', 'realism']",waltersalles
1886,10162,Waking Ned,"['Comedy', 'Romance']",4.502687,1998,91,7.4,58,"['ianbannen', 'davidkelly', 'fionnulaflanagan']","['false identity', 'beguilement', 'lottery', 'village', 'jackpot', 'independent film', 'ireland']",kirkjones
1887,309,Festen,['Drama'],6.064954,1998,105,7.7,213,"['ulrichthomsen', 'henningmoritzen', 'thomasbolarsen']","['suicide', 'father son relationship', 'child abuse', 'sexual abuse', 'depression', 'parent child relationship', 'secret', 'birthday', 'twin sister', 'hotelier', 'country house', 'daughter', 'dogme 95', 'family reunion', 'lecture', 'child']",thomasvinterberg
1888,692,Pink Flamingos,"['Horror', 'Comedy', 'Crime']",5.738871,1972,93,6.2,111,"['divine', 'davidlochary', 'maryvivianpearce']","['gay', 'trailer park', 'pop culture', 'drug dealer', 'heroin', 'fetishism', 'spanner', 'excrements ', 'disgust', 'dog dirt', 'van', 'independent film', 'adult humor', 'unsimulated sex', 'cult classic', 'drag', 'hitchhike']",johnwaters
1889,24018,Glen or Glenda,"['Comedy', 'Drama']",1.750815,1953,71,4.6,32,"['belalugosi', 'lyletalbot', 'edwardd.woodjr.']","['transvestism', 'independent film', 'midnight movie']",edwardd.woodjr.
1890,1678,ゴジラ,"['Thriller', 'Horror', 'Science Fiction']",13.153272,1954,96,6.9,194,"['akiratakarada', 'momokokôchi', 'akihikohirata']","['japan', 'japanese', 'island', 'shipwreck', 'ship', 'lizard', 'giant lizard', 'godzilla', 'kaiju', 'animal horror']",ishirôhonda
